"ID","Income","Children","Cars","Age","target","Marital Status = Married","Marital Status = Single","Gender = Female","Gender = Male","Education = Bachelors","Education = Partial College","Education = High School","Education = Partial High School","Education = Graduate Degree","Occupation = Skilled Manual","Occupation = Clerical","Occupation = Professional","Occupation = Management","Home Owner = Yes","Home Owner = No","Commute Distance = 0-1 Miles","Commute Distance = 2-5 Miles","Commute Distance = 5-10 Miles","Commute Distance = 1-2 Miles","Commute Distance = 10+ Miles","Region = Pacific","Region = North America"
-1.698988759316648,1.5907119074394445,-0.34033855341968344,-3.2641280218102726,-0.401946072606503,-999.0,0.8508417149691382,-0.8508417149691381,-0.9935690651280801,0.9935690651280801,2.0362106585895887,-0.7643618804264668,-0.7025594235292438,-0.31197364483884527,-0.11322770341445956,-1.1012813050354178,-0.46469937897582003,1.88208189979246,-0.231000115500087,0.58344384452753,-0.58344384452753,-0.23100011550008662,-0.11322770341445956,-1.0731772461757665,1.2915080048585128,-0.1611781857366403,0.682386035539824,-0.6823860355398241
-1.6548591811525792,0.3499566196366778,2.6092622428842396,-1.5553898627418077,-0.31834128950435037,-999.0,-1.1602387022306426,1.1602387022306426,-0.9935690651280801,0.9935690651280801,2.0362106585895887,-0.7643618804264668,-0.7025594235292438,-0.31197364483884527,-0.11322770341445956,-1.1012813050354178,-0.46469937897582003,1.88208189979246,-0.23100011550008662,-1.691987149129837,1.6919871491298368,4.273502136751603,-0.11322770341445956,-1.0731772461757665,-0.7643618804264668,-0.1611781857366403,0.682386035539824,-0.6823860355398241
-1.6107296029885105,0.3499566196366778,2.6092622428842396,-1.5553898627418077,-0.31834128950435037,-999.0,0.8508417149691382,-0.8508417149691381,-0.9935690651280801,0.9935690651280801,2.0362106585895887,-0.7643618804264668,-0.7025594235292438,-0.31197364483884527,-0.11322770341445956,-1.1012813050354178,-0.46469937897582003,1.88208189979246,-0.23100011550008662,0.58344384452753,-0.58344384452753,-0.23100011550008662,8.718533162913388,-1.0731772461757665,-0.7643618804264668,-0.1611781857366403,0.682386035539824,-0.6823860355398241
-1.5666000248244416,0.7635417155709334,-0.34033855341968344,-1.5553898627418077,-0.5691556388108082,-999.0,-1.1602387022306426,1.1602387022306426,0.9935690651280801,-0.9935690651280801,2.0362106585895887,-0.7643618804264668,-0.7025594235292438,-0.31197364483884527,-0.11322770341445956,-1.1012813050354178,-0.46469937897582003,1.88208189979246,-0.23100011550008662,-1.691987149129837,1.6919871491298368,-0.23100011550008662,-0.11322770341445956,0.9198662110078,-0.7643618804264668,-0.1611781857366403,0.682386035539824,-0.6823860355398241
-1.522470446660373,1.177126811505189,4.575662773753522,3.570824614463586,-0.5691556388108082,-999.0,-1.1602387022306426,1.1602387022306426,0.9935690651280801,-0.9935690651280801,2.0362106585895887,-0.7643618804264668,-0.7025594235292438,-0.31197364483884527,-0.11322770341445956,-1.1012813050354178,-0.46469937897582003,1.88208189979246,-0.23100011550008662,0.58344384452753,-0.58344384452753,-0.23100011550008662,-0.11322770341445956,-1.0731772461757665,1.2915080048585128,-0.1611781857366403,0.682386035539824,-0.6823860355398241
-1.4783408684963042,0.7635417155709334,-0.34033855341968344,-1.5553898627418077,-0.31834128950435037,-999.0,-1.1602387022306426,1.1602387022306426,-0.9935690651280801,0.9935690651280801,2.0362106585895887,-0.7643618804264668,-0.7025594235292438,-0.31197364483884527,-0.11322770341445956,-1.1012813050354178,-0.46469937897582003,1.88208189979246,-0.23100011550008662,0.58344384452753,-0.58344384452753,-0.23100011550008662,-0.11322770341445956,0.9198662110078,-0.7643618804264668,-0.1611781857366403,0.682386035539824,-0.6823860355398241
-1.4342112903322353,0.7635417155709334,-0.34033855341968344,-1.5553898627418077,-0.401946072606503,-999.0,-1.1602387022306426,1.1602387022306426,0.9935690651280801,-0.9935690651280801,2.0362106585895887,-0.7643618804264668,-0.7025594235292438,-0.31197364483884527,-0.11322770341445956,-1.1012813050354178,-0.46469937897582003,1.88208189979246,-0.23100011550008662,0.58344384452753,-0.58344384452753,-0.23100011550008662,-0.11322770341445956,0.9198662110078,-0.7643618804264668,-0.1611781857366403,0.682386035539824,-0.6823860355398241
-1.3900817121681666,0.3499566196366778,2.6092622428842396,0.15334829632665692,-0.2347365064021977,-999.0,0.8508417149691382,-0.8508417149691381,-0.9935690651280801,0.9935690651280801,2.0362106585895887,-0.7643618804264668,-0.7025594235292438,-0.31197364483884527,-0.11322770341445956,-1.1012813050354178,-0.46469937897582003,1.88208189979246,-0.23100011550008662,0.58344384452753,-0.58344384452753,4.273502136751603,-0.11322770341445956,-1.0731772461757665,-0.7643618804264668,-0.1611781857366403,0.682386035539824,-0.6823860355398241
-1.3459521340040979,0.3499566196366778,3.5924625083188806,1.8620864553951215,-0.2347365064021977,-999.0,-1.1602387022306426,1.1602387022306426,0.9935690651280801,-0.9935690651280801,2.0362106585895887,-0.7643618804264668,-0.7025594235292438,-0.31197364483884527,-0.11322770341445956,-1.1012813050354178,-0.46469937897582003,1.88208189979246,-0.23100011550008662,0.58344384452753,-0.58344384452753,-0.23100011550008662,-0.11322770341445956,-1.0731772461757665,-0.7643618804264668,6.124771057992332,0.682386035539824,-0.6823860355398241
-1.301822555840029,0.7635417155709334,-0.34033855341968344,-1.5553898627418077,-0.2347365064021977,-999.0,-1.1602387022306426,1.1602387022306426,-0.9935690651280801,0.9935690651280801,2.0362106585895887,-0.7643618804264668,-0.7025594235292438,-0.31197364483884527,-0.11322770341445956,-1.1012813050354178,-0.46469937897582003,1.88208189979246,-0.23100011550008662,-1.691987149129837,1.6919871491298368,-0.23100011550008662,-0.11322770341445956,0.9198662110078,-0.7643618804264668,-0.1611781857366403,0.682386035539824,-0.6823860355398241
